person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_encoded,log_person_age,log_income
26,80000,0.0,C,8000,12.73,False,0.1,True,3,False,True,False,False,True,False,False,2,3.258096538021482,11.289794413577894
22,62000,6.0,A,17000,6.91,False,0.27,False,3,False,False,True,False,False,False,False,0,3.091042453358316,11.034905792929415
24,81600,5.0,C,8000,12.84,False,0.1,True,2,False,True,False,False,False,False,True,2,3.1780538303479458,11.309596795779068
26,82000,5.0,B,8000,10.99,False,0.1,False,3,False,True,False,False,False,False,True,1,3.258096538021482,11.314486721293981
26,62000,5.0,A,10000,7.88,False,0.16,False,2,False,False,False,False,True,False,False,0,3.258096538021482,11.034905792929415
26,76000,6.0,C,8000,13.48,True,0.11,True,4,False,True,False,True,False,False,False,2,3.258096538021482,11.23850177707664
25,56000,7.0,B,2000,11.49,True,0.04,False,3,False,False,False,True,False,False,False,1,3.2188758248682006,10.933124826700707
22,62000,4.789686296787225,A,4000,6.76,False,0.06,False,4,True,False,True,False,False,False,False,0,3.091042453358316,11.034905792929415
26,62000,4.0,B,20000,10.38,False,0.32,False,4,False,False,False,False,True,False,False,1,3.258096538021482,11.034905792929415
25,62000,9.0,B,2100,11.86,False,0.03,False,2,False,False,True,False,False,False,False,1,3.2188758248682006,11.034905792929415
24,56000,1.0,C,10000,14.35,True,0.18,False,4,False,False,False,False,False,False,True,2,3.1780538303479458,10.933124826700707
22,66300,4.0,E,8000,18.39,True,0.1,False,4,False,True,False,False,True,False,False,4,3.091042453358316,11.101960259016467
22,84996,2.0,C,8000,13.92,False,0.09,True,3,False,True,False,False,False,True,False,2,3.091042453358316,11.350371240731954
25,62000,6.0,A,6000,7.88,False,0.1,False,4,False,False,False,False,False,False,False,0,3.2188758248682006,11.034905792929415
24,85000,0.0,C,8000,13.06,False,0.09,True,2,False,True,False,True,False,False,False,2,3.1780538303479458,11.350418300109132
25,62000,5.0,A,10000,7.88,False,0.16,False,3,False,False,False,False,False,False,False,0,3.2188758248682006,11.034905792929415
23,62000,7.0,A,11200,7.88,False,0.18,False,4,False,False,False,False,False,False,True,0,3.1354942159291497,11.034905792929415
21,56000,5.0,B,18000,10.25,True,0.32,False,2,False,False,True,False,False,False,False,1,3.044522437723423,10.933124826700707
22,86004,6.0,C,8000,13.92,False,0.09,True,2,False,True,True,False,False,False,False,2,3.091042453358316,11.362160713080492
26,86502,7.0,B,8000,10.36,False,0.09,False,3,False,True,False,False,False,True,False,1,3.258096538021482,11.367934374399486
22,62000,6.0,A,5000,8.59,False,0.08,False,4,False,False,False,False,False,False,True,0,3.091042453358316,11.034905792929415
25,87000,3.0,B,8000,10.37,False,0.09,False,2,False,True,False,False,True,False,False,1,3.2188758248682006,11.373674891823535
25,62000,7.0,C,3500,13.57,False,0.06,False,4,True,False,False,False,False,False,True,2,3.2188758248682006,11.034905792929415
23,62000,4.0,B,10000,12.18,False,0.16,False,2,False,False,False,False,True,False,False,1,3.1354942159291497,11.034905792929415
22,62000,2.0,C,6000,13.92,False,0.1,False,4,False,False,True,False,False,False,False,2,3.091042453358316,11.034905792929415
23,62000,2.0,C,5000,13.57,False,0.08,True,3,False,False,False,False,False,False,True,2,3.1354942159291497,11.034905792929415
23,76500,0.0,C,8000,14.26,True,0.1,False,4,False,True,False,False,False,False,False,2,3.1354942159291497,11.245059091624615
26,62000,2.0,B,12000,10.99,False,0.19,False,4,False,False,False,False,False,True,False,1,3.258096538021482,11.034905792929415
26,90000,3.0,C,8000,14.27,False,0.09,False,3,False,True,True,False,False,False,False,2,3.258096538021482,11.407576060361786
24,62000,8.0,E,20000,16.7,False,0.32,False,2,False,False,False,False,False,False,True,4,3.1780538303479458,11.034905792929415
22,90000,0.0,A,8000,7.49,False,0.09,False,3,False,True,True,False,False,False,False,0,3.091042453358316,11.407576060361786
23,62000,1.0,B,6500,10.95,False,0.1,False,3,False,False,False,False,False,True,False,1,3.1354942159291497,11.034905792929415
22,62000,1.0,B,10000,11.58,False,0.16,False,2,True,False,False,False,False,False,True,1,3.091042453358316,11.034905792929415
23,90000,5.0,A,8000,6.92,False,0.09,False,3,False,True,False,False,True,False,False,0,3.1354942159291497,11.407576060361786
23,90000,0.0,C,8000,13.35,False,0.09,True,3,False,True,False,False,False,False,False,2,3.1354942159291497,11.407576060361786
22,90000,5.0,D,8000,15.31,False,0.09,False,3,False,True,False,False,False,True,False,3,3.091042453358316,11.407576060361786
22,56000,5.0,E,15000,16.0,True,0.27,True,4,False,False,False,False,True,False,False,4,3.091042453358316,10.933124826700707
22,91000,6.0,A,8000,6.92,False,0.09,False,4,False,True,False,False,False,True,False,0,3.091042453358316,11.418625774449598
22,91000,2.0,B,8000,11.86,False,0.09,False,3,False,True,False,False,False,True,False,1,3.091042453358316,11.418625774449598
23,92004,2.0,B,8000,11.49,False,0.09,False,4,False,True,False,False,False,False,False,1,3.1354942159291497,11.429598202380475
22,62000,2.0,D,7500,13.87,False,0.12,False,3,False,False,True,False,False,False,False,3,3.091042453358316,11.034905792929415
23,62000,7.0,B,6400,10.08,False,0.1,False,2,False,False,False,False,False,False,False,1,3.1354942159291497,11.034905792929415
24,62000,2.0,B,8000,10.08,False,0.13,False,3,False,False,False,True,False,False,False,1,3.1780538303479458,11.034905792929415
23,62000,4.0,B,9600,9.2,False,0.15,False,2,False,False,False,False,False,False,True,1,3.1354942159291497,11.034905792929415
25,95000,4.0,C,8000,15.23,False,0.08,False,4,False,True,False,False,False,True,False,2,3.2188758248682006,11.461642696843066
25,95000,8.0,B,8000,10.99,False,0.08,False,3,False,True,False,False,False,True,False,1,3.2188758248682006,11.461642696843066
25,95000,3.0,C,8000,13.8,False,0.08,False,3,False,True,False,True,False,False,False,2,3.2188758248682006,11.461642696843066
25,95000,0.0,B,8000,10.36,False,0.08,False,3,False,True,False,False,False,False,False,1,3.2188758248682006,11.461642696843066
22,62000,5.0,B,3000,8.7,False,0.05,False,3,False,False,False,False,True,False,False,1,3.091042453358316,11.034905792929415
22,95004,0.0,C,8000,12.61,False,0.08,True,4,False,True,True,False,False,False,False,2,3.091042453358316,11.461684800776633
26,84000,0.0,C,8000,12.61,True,0.1,False,4,False,True,False,True,False,False,False,2,3.258096538021482,11.338583982516495
25,56004,5.0,B,8000,11.71,True,0.14,False,3,False,False,False,False,False,False,False,1,3.2188758248682006,10.93319625144584
25,84000,1.0,E,8000,16.45,True,0.1,False,2,False,True,False,False,False,False,True,4,3.2188758248682006,11.338583982516495
26,96500,10.0,C,8000,13.61,False,0.08,True,3,False,True,False,False,False,False,False,2,3.258096538021482,11.477308649967686
24,56004,5.0,B,6000,10.0,True,0.11,False,3,False,False,False,False,False,False,False,1,3.1780538303479458,10.93319625144584
24,97000,3.0,D,8000,15.31,False,0.08,False,3,False,True,True,False,False,False,False,3,3.1780538303479458,11.48247656671073
26,62004,3.0,B,4000,9.99,False,0.06,False,2,False,False,False,False,True,False,False,1,3.258096538021482,11.034970305936874
26,99996,7.0,D,8000,16.32,False,0.08,True,3,False,True,False,False,False,True,False,3,3.258096538021482,11.51289546452022
21,99996,5.0,A,8000,7.14,False,0.08,False,4,False,True,False,False,False,False,True,0,3.044522437723423,11.51289546452022
23,56004,7.0,B,15000,11.26,True,0.27,False,2,False,False,False,False,False,True,False,1,3.1354942159291497,10.93319625144584
23,62004,1.0,B,9600,10.95,False,0.15,False,3,False,False,False,False,False,False,False,1,3.1354942159291497,11.034970305936874
26,100000,6.0,A,8000,6.54,False,0.08,False,3,False,True,False,False,True,False,False,0,3.258096538021482,11.51293546492023
25,62004,10.0,C,15000,13.47,False,0.24,False,4,False,False,False,True,False,False,False,2,3.2188758248682006,11.034970305936874
22,62004,6.0,A,3600,7.37,False,0.06,False,2,False,False,True,False,False,False,False,0,3.091042453358316,11.034970305936874
23,62004,7.0,A,10000,9.07,False,0.16,False,4,False,False,False,False,True,False,False,0,3.1354942159291497,11.034970305936874
23,89000,8.0,D,8000,14.74,True,0.09,False,3,False,True,False,False,False,False,False,3,3.1354942159291497,11.39640288460621
26,62100,2.0,B,9600,11.71,False,0.15,False,4,False,False,True,False,False,False,False,1,3.258096538021482,11.036517370851499
24,105000,8.0,A,8000,7.51,False,0.08,False,3,False,True,False,False,False,False,False,0,3.1780538303479458,11.561725152903833
26,62100,8.0,C,1600,12.61,False,0.03,False,4,False,False,False,False,False,True,False,2,3.258096538021482,11.036517370851499
24,62100,8.0,C,6000,12.53,False,0.1,False,2,False,False,True,False,False,False,False,2,3.1780538303479458,11.036517370851499
26,81600,10.0,D,8000,16.29,True,0.08,True,3,False,True,False,False,True,False,False,3,3.258096538021482,11.309596795779068
24,108000,8.0,B,8000,9.88,False,0.07,False,4,False,True,False,False,False,False,False,1,3.1780538303479458,11.58989576532275
26,62200,0.0,E,18000,16.63,False,0.29,False,3,False,False,False,False,False,True,False,4,3.258096538021482,11.038126355768453
24,110000,4.0,A,8000,5.99,False,0.07,False,3,False,True,False,False,False,True,False,0,3.1780538303479458,11.608244735642321
25,115000,2.0,B,8000,11.71,False,0.07,False,4,False,True,False,False,False,False,True,1,3.2188758248682006,11.652696102959753
22,56208,6.0,D,12000,16.29,True,0.21,True,2,False,False,False,False,False,False,False,3,3.091042453358316,10.93683216540912
24,116664,8.0,D,8000,16.49,False,0.07,False,3,False,True,False,False,False,False,True,3,3.1780538303479458,11.667061858981159
22,62236,4.789686296787225,B,5000,9.99,False,0.08,False,4,True,False,False,False,True,False,False,1,3.091042453358316,11.038704957176453
22,108000,1.0,D,8000,16.29,True,0.07,True,2,False,True,False,False,False,True,False,3,3.091042453358316,11.58989576532275
25,108000,5.0,E,8000,16.77,True,0.07,False,3,False,True,False,False,False,False,False,4,3.2188758248682006,11.58989576532275
25,120000,1.0,B,8000,10.99,False,0.07,False,3,False,True,True,False,False,False,False,1,3.2188758248682006,11.695255355062795
21,62316,5.0,A,10000,7.66,False,0.16,False,4,False,False,False,False,True,False,False,0,3.044522437723423,11.039989540746648
23,62352,7.0,B,29800,10.65,False,0.48,False,3,True,False,True,False,False,False,False,1,3.1354942159291497,11.040567065427815
26,62361,6.0,B,21650,12.69,False,0.35,False,4,False,False,False,False,False,True,False,1,3.258096538021482,11.040711394498347
23,120000,4.0,D,8000,14.61,False,0.07,True,4,False,True,True,False,False,False,False,3,3.1354942159291497,11.695255355062795
25,123000,1.0,B,8000,12.53,False,0.07,False,3,False,True,False,False,True,False,False,1,3.2188758248682006,11.719947764402807
25,62400,4.789686296787225,D,15000,17.58,False,0.24,False,4,True,False,False,False,True,False,False,3,3.2188758248682006,11.041336579870135
26,125000,0.0,B,8000,9.63,False,0.06,False,3,False,True,False,False,True,False,False,1,3.258096538021482,11.736077016252437
23,126000,0.0,C,8000,13.23,False,0.06,False,3,False,True,False,False,False,True,False,2,3.1354942159291497,11.744045122410057
23,62400,4.0,A,7200,8.9,False,0.12,False,4,False,False,False,False,False,False,True,0,3.1354942159291497,11.041336579870135
24,62400,8.0,A,4000,8.9,False,0.06,False,4,False,False,False,False,False,True,False,0,3.1780538303479458,11.041336579870135
23,130000,3.0,B,8000,11.99,False,0.06,False,3,False,True,False,False,True,False,False,1,3.1354942159291497,11.775297421715827
26,62400,10.0,A,11000,7.49,False,0.18,False,3,False,False,False,False,False,False,False,0,3.258096538021482,11.041336579870135
25,135000,9.0,B,8000,10.99,False,0.06,False,3,False,True,False,False,False,False,True,1,3.2188758248682006,11.813037464800539
23,62400,7.0,C,7000,13.06,False,0.11,False,4,False,False,False,False,True,False,False,2,3.1354942159291497,11.041336579870135
22,56400,6.0,D,8400,14.91,True,0.15,False,2,False,False,True,False,False,False,False,3,3.091042453358316,10.94024216782542
22,56400,6.0,E,25000,16.4,True,0.44,False,3,False,False,False,False,False,True,False,4,3.091042453358316,10.94024216782542
24,131400,8.0,D,8000,15.99,True,0.06,False,2,False,True,False,False,False,False,False,3,3.1780538303479458,11.786008995353765
24,62400,3.0,A,9500,6.54,False,0.15,False,2,False,False,True,False,False,False,False,0,3.1780538303479458,11.041336579870135
22,62400,6.0,D,2400,14.46,False,0.04,True,2,False,False,True,False,False,False,False,3,3.091042453358316,11.041336579870135
22,62400,2.0,C,12600,13.85,False,0.2,True,2,False,False,False,False,False,False,True,2,3.091042453358316,11.041336579870135
25,62400,9.0,D,12500,14.96,False,0.2,False,3,False,False,True,False,False,False,False,3,3.2188758248682006,11.041336579870135
25,62400,4.0,B,2000,10.99,False,0.03,False,4,False,False,False,True,False,False,False,1,3.2188758248682006,11.041336579870135
26,183700,2.0,D,8000,15.62,True,0.04,True,4,False,True,False,False,False,True,False,3,3.258096538021482,12.121064714846538
22,30000,1.0,B,8050,12.69,True,0.27,False,2,False,True,True,False,False,False,False,1,3.091042453358316,10.308985993422082
22,48000,6.0,B,8050,10.0,False,0.17,False,2,False,True,True,False,False,False,False,1,3.091042453358316,10.778977123006351
21,50000,5.0,A,8075,6.17,False,0.16,False,2,False,True,False,False,False,False,False,0,3.044522437723423,10.819798284210286
22,54000,4.0,C,8075,13.06,False,0.15,False,3,False,True,False,False,False,True,False,2,3.091042453358316,10.896757843893464
23,62471,4.789686296787225,A,12000,6.91,False,0.19,False,2,False,False,True,False,False,False,False,0,3.1354942159291497,11.042473735342512
23,78000,7.0,A,8100,7.29,False,0.1,False,2,False,True,False,False,False,False,False,0,3.1354942159291497,11.264476926102367
24,85000,6.0,A,8100,7.49,False,0.1,False,2,False,True,False,True,False,False,False,0,3.1780538303479458,11.350418300109132
21,25000,0.0,A,8125,7.9,True,0.33,False,3,False,True,True,False,False,False,False,0,3.044522437723423,10.12667110305036
25,62496,1.0,A,8000,7.51,False,0.13,False,2,False,False,False,True,False,False,False,0,3.2188758248682006,11.042873834572456
23,30000,4.0,C,8125,12.68,False,0.27,False,3,False,True,True,False,False,False,False,2,3.1354942159291497,10.308985993422082
21,62496,1.0,C,5000,12.53,False,0.08,True,3,False,False,True,False,False,False,False,2,3.044522437723423,11.042873834572456
21,62500,6.0,A,13200,7.9,False,0.21,False,3,False,False,True,False,False,False,False,0,3.044522437723423,11.042937835596494
23,62500,4.0,A,23525,7.9,False,0.38,False,3,False,False,False,False,False,False,False,0,3.1354942159291497,11.042937835596494
26,56000,6.0,C,8150,12.87,False,0.15,False,4,False,True,False,True,False,False,False,2,3.258096538021482,10.933124826700707
24,60500,1.0,D,8150,17.27,True,0.13,True,3,False,True,False,False,False,False,False,3,3.1780538303479458,11.010415172807951
26,62500,9.0,B,8000,11.49,False,0.13,False,2,False,False,False,False,True,False,False,1,3.258096538021482,11.042937835596494
22,62500,6.0,A,10000,5.99,False,0.16,False,3,False,False,False,False,False,True,False,0,3.091042453358316,11.042937835596494
25,34000,4.0,B,8200,12.21,False,0.24,False,4,False,True,False,False,False,False,True,1,3.2188758248682006,10.434145214930487
24,62500,2.0,A,6000,5.79,False,0.1,False,2,False,False,False,False,False,False,True,0,3.1780538303479458,11.042937835596494
26,40000,0.0,A,8200,6.62,False,0.2,False,4,False,True,False,False,False,False,True,0,3.258096538021482,10.596659732783579
24,40944,0.0,B,8200,11.36,False,0.2,False,2,False,True,False,False,True,False,False,1,3.1780538303479458,10.619984981704288
23,55000,7.0,C,8200,13.11,False,0.15,True,3,False,True,False,False,False,True,False,2,3.1354942159291497,10.915106645867503
24,62500,8.0,B,16000,10.38,False,0.26,False,3,False,False,False,False,False,False,False,1,3.1780538303479458,11.042937835596494
22,150000,2.0,A,8200,6.99,False,0.05,False,3,False,True,True,False,False,False,False,0,3.091042453358316,11.918397239722838
21,25200,1.0,A,8250,7.49,True,0.33,False,4,False,True,True,False,False,False,False,0,3.044522437723423,10.134638955251866
23,30000,5.0,A,8250,7.51,False,0.28,False,4,False,True,False,False,True,False,False,0,3.1354942159291497,10.308985993422082
23,62500,1.0,C,9600,13.22,False,0.15,True,3,False,False,False,False,True,False,False,2,3.1354942159291497,11.042937835596494
24,62500,8.0,C,6500,13.22,False,0.1,True,2,True,False,False,False,False,True,False,2,3.1780538303479458,11.042937835596494
25,62500,5.0,C,15000,6.0,False,0.24,False,3,False,False,False,False,False,False,False,2,3.2188758248682006,11.042937835596494
23,62500,7.0,A,4000,7.43,False,0.06,False,3,False,False,False,False,False,False,True,0,3.1354942159291497,11.042937835596494
21,33000,4.0,B,8250,10.99,False,0.25,False,2,False,True,False,False,False,True,False,1,3.044522437723423,10.404293143019792
23,62510,5.0,B,12000,10.74,False,0.19,False,4,False,False,True,False,False,False,False,1,3.1354942159291497,11.04309782023831
22,62589,4.789686296787225,C,7000,13.35,False,0.11,True,2,True,False,False,False,False,False,True,2,3.091042453358316,11.044360799918747
25,70000,6.0,C,8250,13.61,True,0.12,True,4,False,True,True,False,False,False,False,2,3.2188758248682006,11.156264806643742
24,62677,2.0,B,6000,10.2,False,0.1,False,2,False,False,False,False,True,False,False,1,3.1780538303479458,11.045765787856224
26,62690,7.0,B,4400,10.99,False,0.07,False,4,False,False,False,False,True,False,False,1,3.258096538021482,11.045973175648207
23,26000,4.0,B,8300,9.99,True,0.32,False,4,False,True,True,False,False,False,False,1,3.1354942159291497,10.165890277802454
25,30000,0.0,A,8300,8.9,True,0.28,False,3,False,True,False,True,False,False,False,0,3.2188758248682006,10.308985993422082
22,45020,6.0,B,8300,10.99,False,0.18,False,4,False,True,True,False,False,False,False,1,3.091042453358316,10.7148843265641
21,50000,5.0,A,8300,8.9,False,0.17,False,4,False,True,False,False,False,False,False,0,3.044522437723423,10.819798284210286
24,83000,4.0,A,8300,7.88,False,0.1,False,2,False,True,False,True,False,False,False,0,3.1780538303479458,11.326607934898927
22,62892,4.0,C,9600,11.03,False,0.15,False,4,False,False,False,False,False,False,False,2,3.091042453358316,11.049190148737244
21,62916,5.0,B,15000,11.49,False,0.24,False,4,False,False,True,False,False,False,False,1,3.044522437723423,11.049571676442373
22,56920,6.0,D,10000,14.59,True,0.18,True,2,False,False,False,False,False,False,True,3,3.091042453358316,10.949419620566681
24,56972,6.0,E,15000,16.4,True,0.26,False,4,True,False,False,False,False,False,False,4,3.1780538303479458,10.950332750382355
25,63000,9.0,B,14000,12.42,False,0.22,False,2,False,False,False,False,False,True,False,1,3.2188758248682006,11.050905878263567
26,31200,4.0,C,8325,13.49,False,0.27,False,3,False,True,False,False,False,True,False,2,3.258096538021482,10.348205424565993
26,77100,6.0,A,8350,6.99,False,0.11,False,3,False,True,False,False,False,False,False,0,3.258096538021482,11.252871529635922
21,30000,5.0,A,8400,6.03,False,0.28,False,3,False,True,True,False,False,False,False,0,3.044522437723423,10.308985993422082
23,63000,7.0,A,20000,7.9,False,0.32,False,2,False,False,True,False,False,False,False,0,3.1354942159291497,11.050905878263567
24,63000,0.0,B,6000,9.91,False,0.1,False,4,False,False,False,False,False,False,True,1,3.1780538303479458,11.050905878263567
24,31200,2.0,C,8400,13.23,False,0.27,False,3,False,True,False,False,False,False,True,2,3.1780538303479458,10.348205424565993
21,32000,2.0,D,8400,16.77,True,0.26,True,4,False,True,False,False,False,False,False,3,3.044522437723423,10.373522431293592
25,63000,9.0,A,20000,8.49,False,0.32,False,4,False,False,False,False,True,False,False,0,3.2188758248682006,11.050905878263567
22,32000,3.0,B,8400,11.49,False,0.26,False,4,False,True,True,False,False,False,False,1,3.091042453358316,10.373522431293592
24,63000,5.0,B,20000,11.49,False,0.32,False,3,False,False,False,False,False,False,True,1,3.1780538303479458,11.050905878263567
23,63000,2.0,B,10000,10.59,False,0.16,False,2,False,False,False,False,False,True,False,1,3.1354942159291497,11.050905878263567
25,63000,6.0,F,11000,18.535,False,0.17,True,3,False,False,False,False,False,False,True,5,3.2188758248682006,11.050905878263567
23,63000,8.0,A,7300,7.49,False,0.12,False,2,False,False,True,False,False,False,False,0,3.1354942159291497,11.050905878263567
21,63000,2.0,B,10000,10.59,False,0.16,False,2,False,False,False,False,False,True,False,1,3.044522437723423,11.050905878263567
25,34000,8.0,D,8400,15.31,False,0.25,False,4,False,True,False,False,False,True,False,3,3.2188758248682006,10.434145214930487
25,63000,2.0,B,20000,9.99,False,0.32,False,2,False,False,False,True,False,False,False,1,3.2188758248682006,11.050905878263567
24,35000,3.0,C,8400,12.87,False,0.24,True,4,False,True,False,False,False,False,True,2,3.1780538303479458,10.463131911491967
23,63000,7.0,A,9700,5.99,False,0.15,False,4,False,False,False,False,True,False,False,0,3.1354942159291497,11.050905878263567
21,63000,5.0,B,11200,10.99,False,0.18,False,4,False,False,False,False,False,False,False,1,3.044522437723423,11.050905878263567
26,35960,10.0,B,8400,11.49,False,0.23,False,3,False,True,False,False,True,False,False,1,3.258096538021482,10.490190296875209
25,36000,9.0,E,8400,18.64,False,0.23,True,4,False,True,False,False,False,True,False,4,3.2188758248682006,10.491301994830229
22,63000,6.0,A,10800,5.99,False,0.17,False,2,False,False,False,False,True,False,False,0,3.091042453358316,11.050905878263567
23,30000,1.0,A,8400,7.49,True,0.28,False,3,False,True,True,False,False,False,False,0,3.1354942159291497,10.308985993422082
24,36100,3.0,B,8400,11.26,False,0.23,False,4,False,True,True,False,False,False,False,1,3.1780538303479458,10.494075844768336
23,63000,7.0,A,6800,7.66,False,0.11,False,4,False,False,False,False,False,True,False,0,3.1354942159291497,11.050905878263567
22,41000,0.0,A,8400,8.94,False,0.2,False,2,False,True,True,False,False,False,False,0,3.091042453358316,10.62135173563291
22,63000,6.0,A,8400,7.29,False,0.13,False,4,False,False,False,False,False,False,True,0,3.091042453358316,11.050905878263567
22,63000,6.0,D,9000,15.31,False,0.14,False,4,True,False,True,False,False,False,False,3,3.091042453358316,11.050905878263567
22,63000,6.0,B,15000,10.99,False,0.24,False,3,False,False,False,False,True,False,False,1,3.091042453358316,11.050905878263567
22,63000,2.0,A,12000,7.66,False,0.19,False,3,False,False,False,False,True,False,False,0,3.091042453358316,11.050905878263567
26,63000,10.0,A,10000,6.91,False,0.16,False,2,False,False,False,False,True,False,False,0,3.258096538021482,11.050905878263567
26,35500,10.0,D,8400,17.27,True,0.24,False,4,False,True,False,False,False,False,False,3,3.258096538021482,10.477316144080852
22,63000,6.0,A,4500,5.42,False,0.07,False,2,False,False,True,False,False,False,False,0,3.091042453358316,11.050905878263567
22,42000,3.0,C,8400,14.35,False,0.2,False,4,False,True,False,False,True,False,False,2,3.091042453358316,10.645448706505872
26,63000,10.0,B,10000,9.25,False,0.16,False,3,False,False,False,True,False,False,False,1,3.258096538021482,11.050905878263567
22,63000,6.0,A,3700,5.42,False,0.06,False,4,False,False,True,False,False,False,False,0,3.091042453358316,11.050905878263567
25,63000,9.0,B,25000,11.49,False,0.4,False,2,False,False,True,False,False,False,False,1,3.2188758248682006,11.050905878263567
24,63000,8.0,B,6300,11.49,False,0.1,False,4,False,False,False,False,False,False,True,1,3.1780538303479458,11.050905878263567
24,45000,1.0,A,8400,7.9,False,0.19,False,3,False,True,True,False,False,False,False,0,3.1780538303479458,10.714439990727769
23,39000,5.0,C,8400,13.79,True,0.22,False,2,False,True,False,False,False,True,False,2,3.1354942159291497,10.571342565808699
21,63000,5.0,E,4800,16.82,False,0.08,True,4,False,False,False,False,False,False,True,4,3.044522437723423,11.050905878263567
26,47000,2.0,B,8400,11.83,False,0.18,False,4,False,True,False,False,False,False,True,1,3.258096538021482,10.757924157061597
22,63000,2.0,C,8400,12.73,False,0.13,True,4,False,False,False,False,True,False,False,2,3.091042453358316,11.050905878263567
26,48000,4.0,B,8400,11.12,False,0.17,False,2,False,True,False,False,False,False,False,1,3.258096538021482,10.778977123006351
26,50000,2.0,C,8400,14.72,False,0.17,True,3,False,True,False,True,False,False,False,2,3.258096538021482,10.819798284210286
22,63000,6.0,B,8950,10.99,False,0.14,False,4,False,False,False,False,False,True,False,1,3.091042453358316,11.050905878263567
25,50000,6.0,C,8400,13.22,False,0.17,False,3,False,True,False,False,True,False,False,2,3.2188758248682006,10.819798284210286
26,44000,0.0,E,8400,14.5,True,0.19,True,3,False,True,False,False,True,False,False,4,3.258096538021482,10.691967639914864
26,51300,9.0,B,8400,11.99,False,0.16,False,3,False,True,False,False,False,False,False,1,3.258096538021482,10.84546552414626
22,51420,6.0,C,8400,11.97,False,0.16,True,3,False,True,False,False,False,True,False,2,3.091042453358316,10.847801928316501
26,51996,8.0,C,8400,13.99,False,0.16,True,2,False,True,False,False,True,False,False,2,3.258096538021482,10.858941303591607
24,63000,0.0,A,17600,8.94,False,0.28,False,4,True,False,False,True,False,False,False,0,3.1780538303479458,11.050905878263567
23,52000,2.0,A,8400,6.17,False,0.16,False,3,False,True,True,False,False,False,False,0,3.1354942159291497,10.859018228147887
23,46500,0.0,D,8400,16.89,True,0.18,True,3,False,True,False,False,True,False,False,3,3.1354942159291497,10.747229096720554
22,63000,3.0,A,10000,8.94,False,0.16,False,4,False,False,False,False,False,True,False,0,3.091042453358316,11.050905878263567
22,63000,2.0,A,4000,7.49,False,0.06,False,2,False,False,False,False,False,False,False,0,3.091042453358316,11.050905878263567
24,63000,8.0,F,20000,19.13,False,0.32,True,3,False,False,False,False,False,True,False,5,3.1780538303479458,11.050905878263567
26,49000,2.0,D,8400,18.25,True,0.17,True,4,False,True,False,False,False,False,True,3,3.258096538021482,10.799595985047786
25,63000,5.0,A,11600,7.49,False,0.18,False,4,False,False,False,False,False,False,False,0,3.2188758248682006,11.050905878263567
25,63000,9.0,B,7775,10.99,False,0.12,False,3,False,False,False,False,False,False,False,1,3.2188758248682006,11.050905878263567
25,55000,0.0,C,8400,13.72,False,0.15,False,3,False,True,True,False,False,False,False,2,3.2188758248682006,10.915106645867503
22,55000,2.0,A,8400,7.88,False,0.15,False,2,False,True,False,False,False,False,True,0,3.091042453358316,10.915106645867503
25,63000,3.0,C,3000,13.47,False,0.05,False,2,False,False,True,False,False,False,False,2,3.2188758248682006,11.050905878263567
26,55000,10.0,A,8400,8.94,False,0.15,False,3,False,True,False,False,True,False,False,0,3.258096538021482,10.915106645867503
26,63000,10.0,A,3500,7.68,False,0.06,False,4,False,False,False,False,True,False,False,0,3.258096538021482,11.050905878263567
23,56000,3.0,B,8400,10.99,False,0.15,False,2,False,True,False,False,False,False,False,1,3.1354942159291497,10.933124826700707
24,63000,8.0,C,11400,13.79,False,0.18,False,4,False,False,False,False,False,True,False,2,3.1780538303479458,11.050905878263567
22,63000,2.0,A,14100,8.0,False,0.22,False,2,False,False,True,False,False,False,False,0,3.091042453358316,11.050905878263567
24,63000,0.0,C,15000,13.47,False,0.24,False,4,False,False,False,False,True,False,False,2,3.1780538303479458,11.050905878263567
25,60000,9.0,C,8400,13.99,False,0.14,True,3,False,True,False,False,True,False,False,2,3.2188758248682006,11.002116507732017
23,60000,0.0,A,8400,7.49,False,0.14,False,3,False,True,False,False,False,False,True,0,3.1354942159291497,11.002116507732017
26,63000,6.0,B,24000,11.46,False,0.38,False,4,False,False,False,True,False,False,False,1,3.258096538021482,11.050905878263567
25,60000,1.0,A,8400,7.29,False,0.14,False,2,False,True,False,False,False,False,True,0,3.2188758248682006,11.002116507732017
24,57000,9.0,C,6500,13.04,True,0.11,True,4,False,False,False,False,True,False,False,2,3.1780538303479458,10.950824090522445
24,63000,8.0,B,7000,10.99,False,0.11,False,3,False,False,False,False,False,False,False,1,3.1780538303479458,11.050905878263567
25,63000,0.0,D,25000,13.87,False,0.4,False,2,False,False,True,False,False,False,False,3,3.2188758248682006,11.050905878263567
24,60000,7.0,A,8400,6.17,False,0.14,False,3,False,True,False,False,False,True,False,0,3.1780538303479458,11.002116507732017
